"Class_ID","Department","Number","Section","Name_SOLAR","Section_ID","Title_Catalog","Instructor","Days","Time","Enrolled","Units","Mode","Type","term","crn","note","title","xlist","xlist_crn","instructor","group","theme","graduate_level","year_long","subject","status","units","quarter","duration","no_prereq","days","time","location","meetings","seats_available","reserved_seats","instruction_mode","Students","Seats","Percent_Fill","Level"
"AMER 470 Thesis (American Studies)","AMER",470,"Y","Thesis (American Studies)","AMER 470 Y","AMER 470 Y - Thesis (American Studies)","Staff",NA,"TBD","0 of 24",1,"Instruction mode N/A","INDEPENDENT STUDY","Spring 2024",30022,NA,"Thesis (American Studies)","[]","[]","Staff","[]","[]",NA,"Y","American Studies","active",1,NA,"Year-long","N","[]","['TBD']","[]","[]","any students, new students","N","N/A",0,24,0,4
"ANAR 470 Thesis (Anthropology-Art)","ANAR",470,"Y","Thesis (Anthropology-Art)","ANAR 470 Y","ANAR 470 Y - Thesis (Anthropology-Art)","Staff",NA,"TBD","0 of 10",1,"Instruction mode N/A","INDEPENDENT STUDY","Spring 2024",30712,NA,"Thesis(Anthropology-Art)","[]","[]","Staff","[]","[]",NA,"Y","Anthropology/Art","active",1,NA,"Year-long","N","[]","['TBD']","[]","[]","any students, new students","N","N/A",0,10,0,4
"ANME 100 Topography & Arch of Rome","ANME",100,"S","Topography & Arch of Rome","ANME 100 S Qtr 1","ANME 100 S Qtr 1 - Topography & Arch of Rome","Sabnis",NA,"TBD","14 of 15",0.25,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",31112,NA,"Topography & Arch of Rome","[]","[]","Sabnis, Sonia","[]","[]",NA,"N","Ancient Mediterranean Studies","active",0.25,1,"1st quarter","Y","[]","['TBD']","[]","[]","any students, new students","N","In-Person Instruction Only",14,15,0.933333333333333,1
"ANME 261 Greek and Roman Mythology","ANME",261,"S","Greek and Roman Mythology","ANME 261 S","ANME 261 S - Greek and Roman Mythology","Sabnis","TuTh","15:10 - 16:30","Full (no wait list available)",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30581,NA,"Greek and Roman Mythology","['LITL 261']","['30688']","Sabnis, Sonia","['1']","[]",NA,"N","Ancient Mediterranean Studies","active",1,NA,"1 semester","Y","['TuTh']","['15:10-16:30']","['TRL 150']","[['Tuesday', '1510', '1630', 'TRL 150'], ['Thursday', '1510', '1630', 'TRL 150']]",NA,"Y","In-Person Instruction Only",NA,NA,1,2
"ANME 384 Archaeology of Egypt and Nubia","ANME",384,"S","Archaeology of Egypt and Nubia","ANME 384 S","ANME 384 S - Archaeology of Egypt and Nubia","Landvatter","TuTh","13:40 - 15:00","20 of 24",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30903,NA,"Archaeology of Egypt and Nubia","[]","[]","Landvatter, Tom","['2']","[]",NA,"N","Ancient Mediterranean Studies","active",1,NA,"1 semester","Y","['TuTh']","['13:40-15:00']","['LIB 41']","[['Tuesday', '1340', '1500', 'LIB 41'], ['Thursday', '1340', '1500', 'LIB 41']]","any students, new students","N","In-Person Instruction Only",20,24,0.833333333333333,3
"ANME 501 Pseudo-Archaeology","ANME",501,"S","Pseudo-Archaeology","ANME 501 S","ANME 501 S - Pseudo-Archaeology","Landvatter","Tu","19:00 - 20:30","8 of 15",0.5,"In-Person Instruction Only","CONFERENCE","Spring 2024",31125,NA,"Pseudo-Archaeology","[]","[]","Landvatter, Tom","[]","[]","Y","N","Ancient Mediterranean Studies","active",0.5,NA,"1 semester","N","['Tu']","['19:00-20:30']","['ETC 205']","[['Tuesday', '1900', '2030', 'ETC 205']]","any students, new students","N","In-Person Instruction Only",8,15,0.533333333333333,5
"ANTH 201 Topics: Lang, Culture, Power","ANTH",201,"S01","Topics: Lang, Culture, Power","ANTH 201 S01","ANTH 201 S01 - Topics: Lang, Culture, Power","Makley","MW","13:10 - 14:30","20 of 24",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30844,NA,"Topics: Lang, Culture, Power","[]","[]","Makley, Charlene","['2']","[]",NA,"N","Anthropology","active",1,NA,"1 semester","Y","['MW']","['13:10-14:30']","['VOLLUM 120']","[['Monday', '1310', '1430', 'VOLLUM 120'], ['Wednesday', '1310', '1430', 'VOLLUM 120']]","any students, new students","Y","In-Person Instruction Only",20,24,0.833333333333333,2
"ANTH 201 Topics: Lang, Culture, Power","ANTH",201,"S02","Topics: Lang, Culture, Power","ANTH 201 S02","ANTH 201 S02 - Topics: Lang, Culture, Power","Makley","MW","14:40 - 16:00","Full (no wait list available)",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30845,NA,"Topics: Lang, Culture, Power","[]","[]","Makley, Charlene","['2']","[]",NA,"N","Anthropology","active",1,NA,"1 semester","Y","['MW']","['14:40-16:00']","['VOLLUM 120']","[['Monday', '1440', '1600', 'VOLLUM 120'], ['Wednesday', '1440', '1600', 'VOLLUM 120']]",NA,"Y","In-Person Instruction Only",24,24,1,2
"ANTH 201 Topics: Decolonizng Archaeology","ANTH",201,"S03","Topics: Decolonizng Archaeology","ANTH 201 S03","ANTH 201 S03 - Topics: Decolonizng Archaeology","Roche Recinos","TuTh","13:40 - 15:00","Full (no wait list available)",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30846,NA,"Topics:Decolonizng Archaeology","[]","[]","Roche Recinos, Alejandra","['2']","[]",NA,"N","Anthropology","active",1,NA,"1 semester","Y","['TuTh']","['13:40-15:00']","['ELIOT 416']","[['Tuesday', '1340', '1500', 'ELIOT 416'], ['Thursday', '1340', '1500', 'ELIOT 416']]",NA,"Y","In-Person Instruction Only",24,24,1,2
"ANTH 201 Topics: Decolonizng Archaeology","ANTH",201,"S04","Topics: Decolonizng Archaeology","ANTH 201 S04","ANTH 201 S04 - Topics: Decolonizng Archaeology","Roche Recinos","TuTh","15:10 - 16:30","17 of 24",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30847,NA,"Topics:Decolonizng Archaeology","[]","[]","Roche Recinos, Alejandra","['2']","[]",NA,"N","Anthropology","active",1,NA,"1 semester","Y","['TuTh']","['15:10-16:30']","['ELIOT 416']","[['Tuesday', '1510', '1630', 'ELIOT 416'], ['Thursday', '1510', '1630', 'ELIOT 416']]","any students, new students","Y","In-Person Instruction Only",17,24,0.708333333333333,2
"ANTH 305 Musical Ethnography","ANTH",305,"S","Musical Ethnography","ANTH 305 S","ANTH 305 S - Musical Ethnography","Luker","TuTh","12:00 - 13:20","16 of 24",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30607,NA,"Musical Ethnography","['MUS 305']","['30294']","Luker, Morgan","['2']","[]",NA,"N","Anthropology","active",1,NA,"1 semester","Y","['TuTh']","['12:00-13:20']","['PERF 332']","[['Tuesday', '1200', '1320', 'PERF 332'], ['Thursday', '1200', '1320', 'PERF 332']]","any students, new students","N","In-Person Instruction Only",16,24,0.666666666666667,3
"ANTH 331 Archaeology of Reed","ANTH",331,"S","Archaeology of Reed","ANTH 331 S","ANTH 331 S - Archaeology of Reed","Roche Recinos","MW","13:10 - 14:30","5 of 23",1,"In-Person Instruction Only","LECTURE AND LAB","Spring 2024",31144,NA,"Archaeology of Reed","[]","[]","Roche Recinos, Alejandra","['2']","[]",NA,"N","Anthropology","active",1,NA,"1 semester","N","['MW']","['13:10-14:30']","['VOLLUM 118']","[['Monday', '1310', '1430', 'VOLLUM 118'], ['Wednesday', '1310', '1430', 'VOLLUM 118']]","any students, new students","N","In-Person Instruction Only",5,23,0.217391304347826,3
"ANTH 375 Anthropology of Science","ANTH",375,"S","Anthropology of Science","ANTH 375 S","ANTH 375 S - Anthropology of Science","Vaidya","MW","14:40 - 16:00","23 of 24",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30851,NA,"Anthropology of Science","[]","[]","Vaidya, Anand","['2']","[]",NA,"N","Anthropology","active",1,NA,"1 semester","N","['MW']","['14:40-16:00']","['ELIOT 416']","[['Monday', '1440', '1600', 'ELIOT 416'], ['Wednesday', '1440', '1600', 'ELIOT 416']]","any students, new students","N","In-Person Instruction Only",23,24,0.958333333333333,3
"ANTH 378 Nature / Culture / Environ","ANTH",378,"S","Nature / Culture / Environ","ANTH 378 S","ANTH 378 S - Nature / Culture / Environ","Dinç","MW","13:10 - 14:30","8 of 24",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",31163,NA,"Nature / Culture / Environ","[]","[]","Dinç, Nejat","['2']","['Environmental Studies']",NA,"N","Anthropology","active",1,NA,"1 semester","N","['MW']","['13:10-14:30']","['ELIOT 126']","[['Monday', '1310', '1430', 'ELIOT 126'], ['Wednesday', '1310', '1430', 'ELIOT 126']]","any students, new students","N","In-Person Instruction Only",8,24,0.333333333333333,3
"ANTH 379 Resources in Mediterranean","ANTH",379,"S","Resources in Mediterranean","ANTH 379 S","ANTH 379 S - Resources in Mediterranean","Dinç","TuTh","10:30 - 11:50","6 of 24",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",31164,NA,"Resources in Mediterranean","[]","[]","Dinç, Nejat","['2']","['Environmental Studies']",NA,"N","Anthropology","active",1,NA,"1 semester","N","['TuTh']","['10:30-11:50']","['VOLLUM 118']","[['Tuesday', '1030', '1150', 'VOLLUM 118'], ['Thursday', '1030', '1150', 'VOLLUM 118']]","any students, new students","N","In-Person Instruction Only",6,24,0.25,3
"ANTH 398 Race and Immigration","ANTH",398,"S","Race and Immigration","ANTH 398 S","ANTH 398 S - Race and Immigration","Silverstein","W","18:10 - 21:00","23 of 24",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30852,NA,"Race and Immigration","['CRES 300']","['30542']","Silverstein, Paul","['2']","['Comp Race & Ethnicity Studies']",NA,"N","Anthropology","active",1,NA,"1 semester","N","['W']","['18:10-21:00']","['ELIOT 416']","[['Wednesday', '1810', '2100', 'ELIOT 416']]","any students, new students","N","In-Person Instruction Only",23,24,0.958333333333333,3
"ANTH 425 Marx from the South","ANTH",425,"S","Marx from the South","ANTH 425 S","ANTH 425 S - Marx from the South","Vaidya","Tu","15:10 - 18:00","16 of 24",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30853,NA,"Marx from the South","[]","[]","Vaidya, Anand","['2']","[]",NA,"N","Anthropology","active",1,NA,"1 semester","N","['Tu']","['15:10-18:00']","['ELIOT 405']","[['Tuesday', '1510', '1800', 'ELIOT 405']]","any students, new students","N","In-Person Instruction Only",16,24,0.666666666666667,4
"ANTH 461 Theories of Practice","ANTH",461,"S","Theories of Practice","ANTH 461 S","ANTH 461 S - Theories of Practice","Silverstein","TuTh","13:40 - 15:00","8 of 24",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30854,NA,"Theories of Practice","[]","[]","Silverstein, Paul","['2']","[]",NA,"N","Anthropology","active",1,NA,"1 semester","N","['TuTh']","['13:40-15:00']","['ELIOT 419']","[['Tuesday', '1340', '1500', 'ELIOT 419'], ['Thursday', '1340', '1500', 'ELIOT 419']]","any students, new students","N","In-Person Instruction Only",8,24,0.333333333333333,4
"ANTH 470 Thesis (Anthropology)","ANTH",470,"Y","Thesis (Anthropology)","ANTH 470 Y","ANTH 470 Y - Thesis (Anthropology)","Staff",NA,"TBD","0 of 40",1,"Instruction mode N/A","INDEPENDENT STUDY","Spring 2024",30001,NA,"Thesis (Anthropology)","[]","[]","Staff","[]","[]",NA,"Y","Anthropology","active",1,NA,"Year-long","N","[]","['TBD']","[]","[]","any students, new students","N","N/A",0,40,0,4
"ARAB 112 Introductory Arabic II","ARAB",112,"S","Introductory Arabic II","ARAB 112 S","ARAB 112 S - Introductory Arabic II","Staff","MTuWThF","12:00 - 12:50","8 of 15",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",31113,"Course is not included in Reed GPA.","Introductory Arabic II","[]","[]","Staff","['1']","[]",NA,"N","Arabic","active",1,NA,"1 semester","N","['MTuWThF']","['12:00-12:50']","['ETC 208']","[['Monday', '1200', '1250', 'ETC 208'], ['Tuesday', '1200', '1250', 'ETC 208'], ['Wednesday', '1200', '1250', 'ETC 208'], ['Thursday', '1200', '1250', 'ETC 208'], ['Friday', '1200', '1250', 'ETC 208']]","any students, new students","Y","In-Person Instruction Only",8,15,0.533333333333333,1
"ARBI 470 Thesis (Art/Biology)","ARBI",470,"Y","Thesis (Art/Biology)","ARBI 470 Y","ARBI 470 Y - Thesis (Art/Biology)","Staff",NA,"TBD","0 of 5",1,"Instruction mode N/A","INDEPENDENT STUDY","Spring 2024",30772,NA,"Thesis (Art/Biology)","[]","[]","Staff","[]","[]",NA,"Y","Art/Biology","active",1,NA,"Year-long","N","[]","['TBD']","[]","[]","any students, new students","N","N/A",0,5,0,4
"AREN 470 Thesis (Art-English)","AREN",470,"Y","Thesis (Art-English)","AREN 470 Y","AREN 470 Y - Thesis (Art-English)","Staff",NA,"TBD","0 of 10",1,"Instruction mode N/A","INDEPENDENT STUDY","Spring 2024",31151,NA,"Thesis(Art-English)","[]","[]","Staff","[]","[]",NA,"Y","Art/English","active",1,NA,"Year-long","N","[]","['TBD']","[]","[]","any students, new students","N","N/A",0,10,0,4
"ART 171 The Figure","ART",171,"S","The Figure","ART 171 S","ART 171 S - The Figure","Duford","TuTh","9:00 - 11:50","Full (no wait list available)",1,"In-Person Instruction Only","STUDIO","Spring 2024",31121,"Priority for this course is given to students in the major.","The Figure","[]","[]","Duford, Daniel","['1']","[]",NA,"N","Art","active",1,NA,"1 semester","Y","['TuTh']","['09:00-11:50']","['ART 104']","[['Tuesday', '0900', '1150', 'ART 104'], ['Thursday', '0900', '1150', 'ART 104']]",NA,"Y","In-Person Instruction Only",NA,NA,1,1
"ART 188 Object and Social Context","ART",188,"S","Object and Social Context","ART 188 S","ART 188 S - Object and Social Context","Stevenson Jr","TuTh","9:00 - 11:50","Full (no wait list available)",1,"In-Person Instruction Only","STUDIO","Spring 2024",31146,NA,"Object and Social Context","[]","[]","Stevenson Jr, Michael","['1']","[]",NA,"N","Art","active",1,NA,"1 semester","Y","['TuTh']","['09:00-11:50']","['ART 102']","[['Tuesday', '0900', '1150', 'ART 102'], ['Thursday', '0900', '1150', 'ART 102']]",NA,"Y","In-Person Instruction Only",NA,NA,1,1
"ART 201 Introduction to Art History","ART",201,"S01","Introduction to Art History","ART 201 S01","ART 201 S01 - Introduction to Art History","Wang","MW","13:10 - 14:30","Full (no wait list available)",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30098,NA,"Introduction to Art History","[]","[]","Wang, Michelle","['1']","[]",NA,"N","Art","active",1,NA,"1 semester","Y","['MW']","['13:10-14:30']","['LIB 41']","[['Monday', '1310', '1430', 'LIB 41'], ['Wednesday', '1310', '1430', 'LIB 41']]",NA,"Y","In-Person Instruction Only",24,24,1,2
"ART 201 Introduction to Art History","ART",201,"S02","Introduction to Art History","ART 201 S02","ART 201 S02 - Introduction to Art History","Wang","MW","14:40 - 16:00","20 of 24",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30097,NA,"Introduction to Art History","[]","[]","Wang, Michelle","['1']","[]",NA,"N","Art","active",1,NA,"1 semester","Y","['MW']","['14:40-16:00']","['LIB 41']","[['Monday', '1440', '1600', 'LIB 41'], ['Wednesday', '1440', '1600', 'LIB 41']]","any students, new students","Y","In-Person Instruction Only",20,24,0.833333333333333,2
"ART 274 Painting II","ART",274,"S","Painting II","ART 274 S","ART 274 S - Painting II - Naturecultures","Harrower","MW","13:10 - 16:00","Full (no wait list available)",1,"In-Person Instruction Only","STUDIO","Spring 2024",31149,NA,"Painting II - Naturecultures","[]","[]","Harrower, Juniper","['1']","[]",NA,"N","Art","active",1,NA,"1 semester","N","['MW']","['13:10-16:00']","['ART 110']","[['Monday', '1310', '1600', 'ART 110'], ['Wednesday', '1310', '1600', 'ART 110']]",NA,"N","In-Person Instruction Only",NA,NA,1,2
"ART 282 Sculpture in Expanded Field","ART",282,"S","Sculpture in Expanded Field","ART 282 S","ART 282 S - Sculpture in Expanded Field","Ondrizek","MW","13:10 - 16:00","Full (no wait list available)",1,"In-Person Instruction Only","STUDIO","Spring 2024",30861,"Priority for this course is given to students in the major.","Sculpture in Expanded Field","[]","[]","Ondrizek, Gerri","['1']","[]",NA,"N","Art","active",1,NA,"1 semester","N","['MW']","['13:10-16:00']","['ART 102']","[['Monday', '1310', '1600', 'ART 102'], ['Wednesday', '1310', '1600', 'ART 102']]",NA,"N","In-Person Instruction Only",NA,NA,1,2
"ART 284 Craft and Culture","ART",284,"S","Craft and Culture","ART 284 S","ART 284 S - Craft and Culture","Duford","TuTh","13:40 - 16:30","14 of 15",1,"In-Person Instruction Only","STUDIO","Spring 2024",31130,"Priority for this course is given to students in the major.","Craft and Culture","[]","[]","Duford, Daniel","['1']","[]",NA,"N","Art","active",1,NA,"1 semester","N","['TuTh']","['13:40-16:30']","['ART 103']","[['Tuesday', '1340', '1630', 'ART 103'], ['Thursday', '1340', '1630', 'ART 103']]","any students, new students","N","In-Person Instruction Only",14,15,0.933333333333333,2
"ART 291 Art and Photography II","ART",291,"S","Art and Photography II","ART 291 S","ART 291 S - Art and Photography II","Miyoshi","TuTh","18:10 - 21:00","Full (no wait list available)",1,"In-Person Instruction Only","STUDIO","Spring 2024",30859,NA,"Art and Photography II","[]","[]","Miyoshi, Aki","['1']","['Film and Media Studies']",NA,"N","Art","active",1,NA,"1 semester","N","['TuTh']","['18:10-21:00']","['ART 201']","[['Tuesday', '1810', '2100', 'ART 201'], ['Thursday', '1810', '2100', 'ART 201']]",NA,"N","In-Person Instruction Only",NA,NA,1,2
"ART 301 Art History Beyond the Visual","ART",301,"S","Art History Beyond the Visual","ART 301 S","ART 301 S - Art History Beyond the Visual","Katz","Tu","18:10 - 20:00","12 of 24",0.5,"In-Person Instruction Only","CONFERENCE","Spring 2024",30858,NA,"Art History Beyond the Visual","[]","[]","Katz, Dana","['1']","[]",NA,"N","Art","active",0.5,NA,"1 semester","N","['Tu']","['18:10-20:00']","['LIB 41']","[['Tuesday', '1810', '2000', 'LIB 41']]","any students, new students","N","In-Person Instruction Only",12,24,0.5,3
"ART 346 Introduction to Media Studies","ART",346,"S","Introduction to Media Studies","ART 346 S","ART 346 S - Introduction to Media Studies","Cohen","MW","13:10 - 14:30","Full (no wait list available)",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30857,NA,"Introduction to Media Studies","['LIT 346']","['31153']","Cohen, Kris","['1']","['Film and Media Studies']",NA,"N","Art","active",1,NA,"1 semester","Y","['MW']","['13:10-14:30']","['TRL 150']","[['Monday', '1310', '1430', 'TRL 150'], ['Wednesday', '1310', '1430', 'TRL 150']]",NA,"N","In-Person Instruction Only",NA,NA,1,3
"ART 351 Making Space","ART",351,"S","Making Space","ART 351 S","ART 351 S - Making Space","Cohen","M","18:10 - 21:00","Full (no wait list available)",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30855,NA,"Making Space","[]","[]","Cohen, Kris","['1']","[]",NA,"N","Art","active",1,NA,"1 semester","N","['M']","['18:10-21:00']","['ELIOT 314']","[['Monday', '1810', '2100', 'ELIOT 314']]",NA,"N","In-Person Instruction Only",NA,NA,1,3
"ART 368 The Book as Sculptural Object","ART",368,"S","The Book as Sculptural Object","ART 368 S","ART 368 S - The Book as Sculptural Object","Tetenbaum","TuTh","13:40 - 16:30","11 of 15",1,"In-Person Instruction Only","STUDIO","Spring 2024",30862,NA,"The Book as Sculptural Object","[]","[]","Tetenbaum, Barbara","['1']","[]",NA,"N","Art","active",1,NA,"1 semester","N","['TuTh']","['13:40-16:30']","['ART 106']","[['Tuesday', '1340', '1630', 'ART 106'], ['Thursday', '1340', '1630', 'ART 106']]","any students, new students","N","In-Person Instruction Only",11,15,0.733333333333333,3
"ART 372 Int Experiments in Painting","ART",372,"S","Int Experiments in Painting","ART 372 S","ART 372 S - Int Experiments in Painting","Harrower","MW","9:00 - 11:50","14 of 18",1,"In-Person Instruction Only","STUDIO","Spring 2024",31150,NA,"Int Experiments in Painting","[]","[]","Harrower, Juniper","['1']","[]",NA,"N","Art","active",1,NA,"1 semester","N","['MW']","['09:00-11:50']","['ART 104']","[['Monday', '0900', '1150', 'ART 104'], ['Wednesday', '0900', '1150', 'ART 104']]","any students, new students","N","In-Person Instruction Only",14,18,0.777777777777778,3
"ART 374 New Media-Old Media Experiment","ART",374,"S","New Media-Old Media Experiment","ART 374 S","ART 374 S - New Media-Old Media Experiment","Miyoshi","TuTh","13:40 - 16:30","10 of 16",1,"In-Person Instruction Only","STUDIO","Spring 2024",30860,NA,"New Media-Old Media Experiment","[]","[]","Miyoshi, Aki","['1']","['Film and Media Studies']",NA,"N","Art","active",1,NA,"1 semester","N","['TuTh']","['13:40-16:30']","['ART 201']","[['Tuesday', '1340', '1630', 'ART 201'], ['Thursday', '1340', '1630', 'ART 201']]","any students, new students","N","In-Person Instruction Only",10,16,0.625,3
"ART 470 Thesis (Art)","ART",470,"Y","Thesis (Art)","ART 470 Y","ART 470 Y - Thesis (Art)","Staff",NA,"TBD","0 of 24",1,"Instruction mode N/A","INDEPENDENT STUDY","Spring 2024",30217,NA,"Thesis (Art)","[]","[]","Staff","[]","[]",NA,"Y","Art","active",1,NA,"Year-long","N","[]","['TBD']","[]","[]","any students, new students","N","N/A",0,24,0,4
"BIOL 102 Topics in Biology II","BIOL",102,"S01","Topics in Biology II","BIOL 102 S01","BIOL 102 S01 - Topics in Biology II","Cerveny","TuTh
Tu","9:00 - 10:20
13:10 - 17:00","22 of 24",1,"In-Person Instruction Only","LECTURE AND LAB","Spring 2024",30986,NA,"Topics in Biology II","[]","[]","Cerveny, Kara","['3', '3+']","[]",NA,"N","Biology","active",1,NA,"1 semester","Y","['TuTh', 'Tu']","['09:00-10:20', '13:10-17:00']","['VOLLUM VLH', 'BIOL 5']","[['Tuesday', '0900', '1020', 'VOLLUM VLH'], ['Thursday', '0900', '1020', 'VOLLUM VLH'], ['Tuesday', '1310', '1700', 'BIOL 5']]","any students, new students","Y","In-Person Instruction Only",22,24,0.916666666666667,1
"BIOL 102 Topics in Biology II","BIOL",102,"S02","Topics in Biology II","BIOL 102 S02","BIOL 102 S02 - Topics in Biology II","Cerveny","TuTh
W","9:00 - 10:20
13:10 - 17:00","21 of 24",1,"In-Person Instruction Only","LECTURE AND LAB","Spring 2024",30987,NA,"Topics in Biology II","[]","[]","Cerveny, Kara","['3', '3+']","[]",NA,"N","Biology","active",1,NA,"1 semester","Y","['TuTh', 'W']","['09:00-10:20', '13:10-17:00']","['VOLLUM VLH', 'BIOL 5']","[['Tuesday', '0900', '1020', 'VOLLUM VLH'], ['Thursday', '0900', '1020', 'VOLLUM VLH'], ['Wednesday', '1310', '1700', 'BIOL 5']]","any students, new students","Y","In-Person Instruction Only",21,24,0.875,1
"BIOL 102 Topics in Biology II","BIOL",102,"S03","Topics in Biology II","BIOL 102 S03","BIOL 102 S03 - Topics in Biology II","Cerveny","TuTh
Th","9:00 - 10:20
13:10 - 17:00","19 of 23",1,"In-Person Instruction Only","LECTURE AND LAB","Spring 2024",30988,NA,"Topics in Biology II","[]","[]","Cerveny, Kara","['3', '3+']","[]",NA,"N","Biology","active",1,NA,"1 semester","Y","['TuTh', 'Th']","['09:00-10:20', '13:10-17:00']","['VOLLUM VLH', 'BIOL 5']","[['Tuesday', '0900', '1020', 'VOLLUM VLH'], ['Thursday', '0900', '1020', 'VOLLUM VLH'], ['Thursday', '1310', '1700', 'BIOL 5']]","any students, new students","Y","In-Person Instruction Only",19,23,0.826086956521739,1
"BIOL 102 Topics in Biology II","BIOL",102,"S04","Topics in Biology II","BIOL 102 S04","BIOL 102 S04 - Topics in Biology II","Cerveny","TuTh
Tu","9:00 - 10:20
13:10 - 17:00","21 of 23",1,"In-Person Instruction Only","LECTURE AND LAB","Spring 2024",30989,NA,"Topics in Biology II","[]","[]","Cerveny, Kara","['3', '3+']","[]",NA,"N","Biology","active",1,NA,"1 semester","Y","['TuTh', 'Tu']","['09:00-10:20', '13:10-17:00']","['VOLLUM VLH', 'BIOL 7']","[['Tuesday', '0900', '1020', 'VOLLUM VLH'], ['Thursday', '0900', '1020', 'VOLLUM VLH'], ['Tuesday', '1310', '1700', 'BIOL 7']]","any students, new students","Y","In-Person Instruction Only",21,23,0.91304347826087,1
"BIOL 102 Topics in Biology II","BIOL",102,"S05","Topics in Biology II","BIOL 102 S05","BIOL 102 S05 - Topics in Biology II","Cerveny","TuTh
W","9:00 - 10:20
13:10 - 17:00","22 of 23",1,"In-Person Instruction Only","LECTURE AND LAB","Spring 2024",30990,NA,"Topics in Biology II","[]","[]","Cerveny, Kara","['3', '3+']","[]",NA,"N","Biology","active",1,NA,"1 semester","Y","['TuTh', 'W']","['09:00-10:20', '13:10-17:00']","['VOLLUM VLH', 'BIOL 7']","[['Tuesday', '0900', '1020', 'VOLLUM VLH'], ['Thursday', '0900', '1020', 'VOLLUM VLH'], ['Wednesday', '1310', '1700', 'BIOL 7']]","any students, new students","Y","In-Person Instruction Only",22,23,0.956521739130435,1
"BIOL 102 Topics in Biology II","BIOL",102,"S06","Topics in Biology II","BIOL 102 S06","BIOL 102 S06 - Topics in Biology II","Cerveny","TuTh
Th","9:00 - 10:20
13:10 - 17:00","16 of 24",1,"In-Person Instruction Only","LECTURE AND LAB","Spring 2024",30991,NA,"Topics in Biology II","[]","[]","Cerveny, Kara","['3', '3+']","[]",NA,"N","Biology","active",1,NA,"1 semester","Y","['TuTh', 'Th']","['09:00-10:20', '13:10-17:00']","['VOLLUM VLH', 'BIOL 7']","[['Tuesday', '0900', '1020', 'VOLLUM VLH'], ['Thursday', '0900', '1020', 'VOLLUM VLH'], ['Thursday', '1310', '1700', 'BIOL 7']]","any students, new students","Y","In-Person Instruction Only",16,24,0.666666666666667,1
"BIOL 131 Intro to Computational Biology","BIOL",131,"S01","Intro to Computational Biology","BIOL 131 S01","BIOL 131 S01 - Intro to Computational Biology","Ritz","MWF
M","10:00 - 10:50
13:10 - 15:00","Full (no wait list available)",1,"In-Person Instruction Only","LECTURE AND LAB","Spring 2024",30992,NA,"Intro to Computational Biology","[]","[]","Ritz, Anna","['3']","[]",NA,"N","Biology","active",1,NA,"1 semester","N","['MWF', 'M']","['10:00-10:50', '13:10-15:00']","['CHEM 301', 'ETC 211']","[['Monday', '1000', '1050', 'CHEM 301'], ['Wednesday', '1000', '1050', 'CHEM 301'], ['Friday', '1000', '1050', 'CHEM 301'], ['Monday', '1310', '1500', 'ETC 211']]",NA,"N","In-Person Instruction Only",NA,NA,1,1
"BIOL 131 Intro to Computational Biology","BIOL",131,"S02","Intro to Computational Biology","BIOL 131 S02","BIOL 131 S02 - Intro to Computational Biology","Ritz","MWF
Tu","10:00 - 10:50
15:10 - 17:00","Full (no wait list available)",1,"In-Person Instruction Only","LECTURE AND LAB","Spring 2024",30993,NA,"Intro to Computational Biology","[]","[]","Ritz, Anna","['3']","[]",NA,"N","Biology","active",1,NA,"1 semester","N","['MWF', 'Tu']","['10:00-10:50', '15:10-17:00']","['CHEM 301', 'ETC 208']","[['Monday', '1000', '1050', 'CHEM 301'], ['Wednesday', '1000', '1050', 'CHEM 301'], ['Friday', '1000', '1050', 'CHEM 301'], ['Tuesday', '1510', '1700', 'ETC 208']]",NA,"N","In-Person Instruction Only",NA,NA,1,1
"BIOL 181 Introduction to Neurobiology","BIOL",181,"S","Introduction to Neurobiology","BIOL 181 S","BIOL 181 S - Introduction to Neurobiology","Zornik","TuTh","10:30 - 11:50","Full (no wait list available)",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30994,NA,"Introduction to Neurobiology","[]","[]","Zornik, Erik","['3']","[]",NA,"N","Biology","active",1,NA,"1 semester","Y","['TuTh']","['10:30-11:50']","['ELIOT 314']","[['Tuesday', '1030', '1150', 'ELIOT 314'], ['Thursday', '1030', '1150', 'ELIOT 314']]",NA,"Y","In-Person Instruction Only",NA,NA,1,1
