"Class_ID","Department","Number","Section","Name_SOLAR","Section_ID","Title_Catalog","Instructor","Days","Time","Enrolled","Units","Mode","Type","term","crn","note","title","xlist","xlist_crn","instructor","group","theme","graduate_level","year_long","subject","status","units","quarter","duration","no_prereq","days","time","location","meetings","seats_available","reserved_seats","instruction_mode","Students","Seats","Percent_Fill","Level"
"HUM 110 Introduction to the Humanities","HUM",110,"Y14","Introduction to the Humanities","HUM 110 Y14","HUM 110 Y14 - Introduction to the Humanities","Scharle","MWF
MW","9:00 - 9:50
13:10 - 14:30","15 of 17",1.5,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",31028,NA,"Introduction to the Humanities","[]","[]","Scharle, Meg","[]","[]",NA,"Y","Humanities","active",1.5,NA,"Year-long","Y","['MWF', 'MW']","['09:00-09:50', '13:10-14:30']","['VOLLUM VLH', 'VOLLUM 134']","[['Monday', '0900', '0950', 'VOLLUM VLH'], ['Wednesday', '0900', '0950', 'VOLLUM VLH'], ['Friday', '0900', '0950', 'VOLLUM VLH'], ['Monday', '1310', '1430', 'VOLLUM 134'], ['Wednesday', '1310', '1430', 'VOLLUM 134']]","any students, new students","N","In-Person Instruction Only",15,17,0.88235294117647,1
"HUM 110 Introduction to the Humanities","HUM",110,"Y15","Introduction to the Humanities","HUM 110 Y15","HUM 110 Y15 - Introduction to the Humanities","Steinberger","MWF
MW","9:00 - 9:50
13:10 - 14:30","15 of 17",1.5,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",31029,NA,"Introduction to the Humanities","[]","[]","Steinberger, Peter","[]","[]",NA,"Y","Humanities","active",1.5,NA,"Year-long","Y","['MWF', 'MW']","['09:00-09:50', '13:10-14:30']","['VOLLUM VLH', 'ELIOT 405']","[['Monday', '0900', '0950', 'VOLLUM VLH'], ['Wednesday', '0900', '0950', 'VOLLUM VLH'], ['Friday', '0900', '0950', 'VOLLUM VLH'], ['Monday', '1310', '1430', 'ELIOT 405'], ['Wednesday', '1310', '1430', 'ELIOT 405']]","any students, new students","N","In-Person Instruction Only",15,17,0.88235294117647,1
"HUM 110 Introduction to the Humanities","HUM",110,"Y16","Introduction to the Humanities","HUM 110 Y16","HUM 110 Y16 - Introduction to the Humanities","Alcantar","MWF
TuTh","9:00 - 9:50
13:40 - 15:00","9 of 17",1.5,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",31030,NA,"Introduction to the Humanities","[]","[]","Alcantar, Iliana","[]","[]",NA,"Y","Humanities","active",1.5,NA,"Year-long","Y","['MWF', 'TuTh']","['09:00-09:50', '13:40-15:00']","['VOLLUM VLH', 'VOLLUM 302']","[['Monday', '0900', '0950', 'VOLLUM VLH'], ['Wednesday', '0900', '0950', 'VOLLUM VLH'], ['Friday', '0900', '0950', 'VOLLUM VLH'], ['Tuesday', '1340', '1500', 'VOLLUM 302'], ['Thursday', '1340', '1500', 'VOLLUM 302']]","any students, new students","N","In-Person Instruction Only",9,17,0.529411764705882,1
"HUM 110 Introduction to the Humanities","HUM",110,"Y17","Introduction to the Humanities","HUM 110 Y17","HUM 110 Y17 - Introduction to the Humanities","Simpson","MWF
MWF","9:00 - 9:50
11:00 - 11:50","13 of 17",1.5,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",31031,NA,"Introduction to the Humanities","[]","[]","Simpson, Dustin","[]","[]",NA,"Y","Humanities","active",1.5,NA,"Year-long","Y","['MWF', 'MWF']","['09:00-09:50', '11:00-11:50']","['VOLLUM VLH', 'PHYSIC 121']","[['Monday', '0900', '0950', 'VOLLUM VLH'], ['Wednesday', '0900', '0950', 'VOLLUM VLH'], ['Friday', '0900', '0950', 'VOLLUM VLH'], ['Monday', '1100', '1150', 'PHYSIC 121'], ['Wednesday', '1100', '1150', 'PHYSIC 121'], ['Friday', '1100', '1150', 'PHYSIC 121']]","any students, new students","N","In-Person Instruction Only",13,17,0.764705882352941,1
"HUM 110 Introduction to the Humanities","HUM",110,"Y18","Introduction to the Humanities","HUM 110 Y18","HUM 110 Y18 - Introduction to the Humanities","Sakai","MWF
MWF","9:00 - 9:50
12:00 - 12:50","16 of 17",1.5,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",31141,NA,"Introduction to the Humanities","[]","[]","Sakai, Jenny","[]","[]",NA,"Y","Humanities","active",1.5,NA,"Year-long","Y","['MWF', 'MWF']","['09:00-09:50', '12:00-12:50']","['VOLLUM VLH', 'ELIOT 103']","[['Monday', '0900', '0950', 'VOLLUM VLH'], ['Wednesday', '0900', '0950', 'VOLLUM VLH'], ['Friday', '0900', '0950', 'VOLLUM VLH'], ['Monday', '1200', '1250', 'ELIOT 103'], ['Wednesday', '1200', '1250', 'ELIOT 103'], ['Friday', '1200', '1250', 'ELIOT 103']]","any students, new students","N","In-Person Instruction Only",16,17,0.941176470588235,1
"HUM 110 Introduction to the Humanities","HUM",110,"Y19","Introduction to the Humanities","HUM 110 Y19","HUM 110 Y19 - Introduction to the Humanities","Arkonovich","MWF
TuTh","9:00 - 9:50
12:00 - 13:20","10 of 17",1.5,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",31139,NA,"Introduction to the Humanities","[]","[]","Arkonovich, Steve","[]","[]",NA,"Y","Humanities","active",1.5,NA,"Year-long","Y","['MWF', 'TuTh']","['09:00-09:50', '12:00-13:20']","['VOLLUM VLH', 'ELIOT 103']","[['Monday', '0900', '0950', 'VOLLUM VLH'], ['Wednesday', '0900', '0950', 'VOLLUM VLH'], ['Friday', '0900', '0950', 'VOLLUM VLH'], ['Tuesday', '1200', '1320', 'ELIOT 103'], ['Thursday', '1200', '1320', 'ELIOT 103']]","any students, new students","N","In-Person Instruction Only",10,17,0.588235294117647,1
"HUM 110 Introduction to the Humanities","HUM",110,"Y20","Introduction to the Humanities","HUM 110 Y20","HUM 110 Y20 - Introduction to the Humanities","Chang","MWF
MWF","9:00 - 9:50
10:00 - 10:50","15 of 17",1.5,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",31142,NA,"Introduction to the Humanities","[]","[]","Chang, Jin","[]","[]",NA,"Y","Humanities","active",1.5,NA,"Year-long","Y","['MWF', 'MWF']","['09:00-09:50', '10:00-10:50']","['VOLLUM VLH', 'LIB 203']","[['Monday', '0900', '0950', 'VOLLUM VLH'], ['Wednesday', '0900', '0950', 'VOLLUM VLH'], ['Friday', '0900', '0950', 'VOLLUM VLH'], ['Monday', '1000', '1050', 'LIB 203'], ['Wednesday', '1000', '1050', 'LIB 203'], ['Friday', '1000', '1050', 'LIB 203']]","any students, new students","N","In-Person Instruction Only",15,17,0.88235294117647,1
"HUM 110 Introduction to the Humanities","HUM",110,"Y21","Introduction to the Humanities","HUM 110 Y21","HUM 110 Y21 - Introduction to the Humanities","Riley","MWF
TuTh","9:00 - 9:50
12:00 - 13:20","Full (no wait list available)",1.5,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",31147,NA,"Introduction to the Humanities","[]","[]","Riley, Paddy","[]","[]",NA,"Y","Humanities","active",1.5,NA,"Year-long","Y","['MWF', 'TuTh']","['09:00-09:50', '12:00-13:20']","['VOLLUM VLH', 'LIB 41']","[['Monday', '0900', '0950', 'VOLLUM VLH'], ['Wednesday', '0900', '0950', 'VOLLUM VLH'], ['Friday', '0900', '0950', 'VOLLUM VLH'], ['Tuesday', '1200', '1320', 'LIB 41'], ['Thursday', '1200', '1320', 'LIB 41']]",NA,"N","In-Person Instruction Only",NA,NA,1,1
"HUM 110 Introduction to the Humanities","HUM",110,"Y22","Introduction to the Humanities","HUM 110 Y22","HUM 110 Y22 - Introduction to the Humanities","Miller","MWF
MWF","9:00 - 9:50
10:00 - 10:50","Full (no wait list available)",1.5,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",31157,NA,"Introduction to the Humanities","[]","[]","Miller, Peter","[]","[]",NA,"Y","Humanities","active",1.5,NA,"Year-long","Y","['MWF', 'MWF']","['09:00-09:50', '10:00-10:50']","['VOLLUM VLH', 'VOLLUM 228']","[['Monday', '0900', '0950', 'VOLLUM VLH'], ['Wednesday', '0900', '0950', 'VOLLUM VLH'], ['Friday', '0900', '0950', 'VOLLUM VLH'], ['Monday', '1000', '1050', 'VOLLUM 228'], ['Wednesday', '1000', '1050', 'VOLLUM 228'], ['Friday', '1000', '1050', 'VOLLUM 228']]",NA,"N","In-Person Instruction Only",NA,NA,1,1
"HUM 110 Introduction to the Humanities","HUM",110,"Y23","Introduction to the Humanities","HUM 110 Y23","HUM 110 Y23 - Introduction to the Humanities","Cross","MWF
MW","9:00 - 9:50
14:40 - 16:00","13 of 17",1.5,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",31161,NA,"Introduction to the Humanities","[]","[]","Cross, Troy","[]","[]",NA,"Y","Humanities","active",1.5,NA,"Year-long","Y","['MWF', 'MW']","['09:00-09:50', '14:40-16:00']","['VOLLUM VLH', 'VOLLUM 228']","[['Monday', '0900', '0950', 'VOLLUM VLH'], ['Wednesday', '0900', '0950', 'VOLLUM VLH'], ['Friday', '0900', '0950', 'VOLLUM VLH'], ['Monday', '1440', '1600', 'VOLLUM 228'], ['Wednesday', '1440', '1600', 'VOLLUM 228']]","any students, new students","N","In-Person Instruction Only",13,17,0.764705882352941,1
"HUM 212 The Birth of the Modern II","HUM",212,"S01","The Birth of the Modern II","HUM 212 S01","HUM 212 S01 - The Birth of the Modern II","Martínez","MW","13:10 - 14:30
TBD","10 of 24",1,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",31032,"Although the lecture is provided asynchronously online, the conferences are only offered in person. In-person attendance is required.","The Birth of the Modern II","[]","[]","Martínez, Lucía","['1', '2']","[]",NA,"N","Humanities","active",1,NA,"1 semester","Y","['MW']","['13:10-14:30', 'TBD']","['VOLLUM 302', 'ONLINE']","[['Monday', '1310', '1430', 'VOLLUM 302'], ['Wednesday', '1310', '1430', 'VOLLUM 302']]","any students, new students","N","In-Person Instruction Only",10,24,0.416666666666667,2
"HUM 212 The Birth of the Modern II","HUM",212,"S02","The Birth of the Modern II","HUM 212 S02","HUM 212 S02 - The Birth of the Modern II","Katz","TuTh","13:40 - 15:00
TBD","10 of 24",1,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",31033,"Although the lecture is provided asynchronously online, the conferences are only offered in person. In-person attendance is required.","The Birth of the Modern II","[]","[]","Katz, Dana","['1', '2']","[]",NA,"N","Humanities","active",1,NA,"1 semester","Y","['TuTh']","['13:40-15:00', 'TBD']","['VOLLUM 309', 'ONLINE']","[['Tuesday', '1340', '1500', 'VOLLUM 309'], ['Thursday', '1340', '1500', 'VOLLUM 309']]","any students, new students","N","In-Person Instruction Only",10,24,0.416666666666667,2
"HUM 212 The Birth of the Modern II","HUM",212,"S03","The Birth of the Modern II","HUM 212 S03","HUM 212 S03 - The Birth of the Modern II","Garrett","TuTh","10:30 - 11:50
TBD","17 of 24",1,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",31108,"Although the lecture is provided asynchronously online, the conferences are only offered in person. In-person attendance is required.","The Birth of the Modern II","[]","[]","Garrett, David","['1', '2']","[]",NA,"N","Humanities","active",1,NA,"1 semester","Y","['TuTh']","['10:30-11:50', 'TBD']","['VOLLUM 110', 'ONLINE']","[['Tuesday', '1030', '1150', 'VOLLUM 110'], ['Thursday', '1030', '1150', 'VOLLUM 110']]","any students, new students","N","In-Person Instruction Only",17,24,0.708333333333333,2
"HUM 220 Modern European Humanities","HUM",220,"Y02","Modern European Humanities","HUM 220 Y02","HUM 220 Y02 - Modern European Humanities","Lazier","TuTh","10:30 - 11:50
TBD","8 of 24",1,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",31036,"Although the lecture is provided asynchronously online, the conferences are only offered in person. In-person attendance is required.","Modern European Humanities","[]","[]","Lazier, Benjamin","['1', '2']","[]",NA,"Y","Humanities","active",1,NA,"Year-long","N","['TuTh']","['10:30-11:50', 'TBD']","['ELIOT 301A', 'ONLINE']","[['Tuesday', '1030', '1150', 'ELIOT 301A'], ['Thursday', '1030', '1150', 'ELIOT 301A']]","any students, new students","N","In-Person Instruction Only",8,24,0.333333333333333,2
"HUM 220 Modern European Humanities","HUM",220,"Y03","Modern European Humanities","HUM 220 Y03","HUM 220 Y03 - Modern European Humanities","Natarajan","TuTh","13:40 - 15:00
TBD","12 of 24",1,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",31037,"Although the lecture is provided asynchronously online, the conferences are only offered in person. In-person attendance is required.","Modern European Humanities","[]","[]","Natarajan, Radhika","['1', '2']","[]",NA,"Y","Humanities","active",1,NA,"Year-long","N","['TuTh']","['13:40-15:00', 'TBD']","['VOLLUM 234', 'ONLINE']","[['Tuesday', '1340', '1500', 'VOLLUM 234'], ['Thursday', '1340', '1500', 'VOLLUM 234']]","any students, new students","N","In-Person Instruction Only",12,24,0.5,2
"HUM 220 Modern European Humanities","HUM",220,"Y04","Modern European Humanities","HUM 220 Y04","HUM 220 Y04 - Modern European Humanities","Harkin","TuTh","15:10 - 16:30
TBD","11 of 24",1,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",31038,"Although the lecture is provided asynchronously online, the conferences are only offered in person. In-person attendance is required.","Modern European Humanities","[]","[]","Harkin, Maureen","['1', '2']","[]",NA,"Y","Humanities","active",1,NA,"Year-long","N","['TuTh']","['15:10-16:30', 'TBD']","['VOLLUM 234', 'ONLINE']","[['Tuesday', '1510', '1630', 'VOLLUM 234'], ['Thursday', '1510', '1630', 'VOLLUM 234']]","any students, new students","N","In-Person Instruction Only",11,24,0.458333333333333,2
"HUM 231 Early Imp China: Qin-Han Unif","HUM",231,"S01","Early Imp China: Qin-Han Unif","HUM 231 S01","HUM 231 S01 - Early Imp China: Qin-Han Unif","Wang","MW
MW","10:00 - 10:50
18:10 - 19:30","4 of 24",1,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",31039,NA,"Early Imp China: Qin-Han Unif","[]","[]","Wang, Michelle","['1', '2']","['Chinese Studies']",NA,"N","Humanities","active",1,NA,"1 semester","N","['MW', 'MW']","['10:00-10:50', '18:10-19:30']","['LIB 41', 'LIB 203']","[['Monday', '1000', '1050', 'LIB 41'], ['Wednesday', '1000', '1050', 'LIB 41'], ['Monday', '1810', '1930', 'LIB 203'], ['Wednesday', '1810', '1930', 'LIB 203']]","any students, new students","N","In-Person Instruction Only",4,24,0.166666666666667,2
"HUM 231 Early Imp China: Qin-Han Unif","HUM",231,"S02","Early Imp China: Qin-Han Unif","HUM 231 S02","HUM 231 S02 - Early Imp China: Qin-Han Unif","Zhang","MW
TuTh","10:00 - 10:50
12:00 - 13:20","3 of 24",1,"In-Person Instruction Only","LECTURE AND CONFERENCE","Spring 2024",31040,NA,"Early Imp China: Qin-Han Unif","[]","[]","Zhang, Xue","['1', '2']","['Chinese Studies']",NA,"N","Humanities","active",1,NA,"1 semester","N","['MW', 'TuTh']","['10:00-10:50', '12:00-13:20']","['LIB 41', 'ELIOT 419']","[['Monday', '1000', '1050', 'LIB 41'], ['Wednesday', '1000', '1050', 'LIB 41'], ['Tuesday', '1200', '1320', 'ELIOT 419'], ['Thursday', '1200', '1320', 'ELIOT 419']]","any students, new students","N","In-Person Instruction Only",3,24,0.125,2
"ICPS 301 Interdisciplinary Approaches","ICPS",301,"S","Interdisciplinary Approaches","ICPS 301 S","ICPS 301 S - Interdisciplinary Approaches","Montgomery","M","13:10 - 14:30","6 of 24",0.5,"In-Person Instruction Only","CONFERENCE","Spring 2024",31135,NA,"Interdisciplinary Approaches","['POL 351']","['31136']","Montgomery, Alex","['2']","[]",NA,"N","International Policy Studies","active",0.5,NA,"1 semester","N","['M']","['13:10-14:30']","['VOLLUM 234']","[['Monday', '1310', '1430', 'VOLLUM 234']]","any students, new students","N","In-Person Instruction Only",6,24,0.25,3
"ICPS 302 Special Topics in ICPS","ICPS",302,"S","Special Topics in ICPS","ICPS 302 S","ICPS 302 S - Special Topics in ICPS","Montgomery","W","13:10 - 14:30","6 of 24",0.5,"In-Person Instruction Only","CONFERENCE","Spring 2024",31137,NA,"Special Topics in ICPS","['POL 352']","['31138']","Montgomery, Alex","['2']","[]",NA,"N","International Policy Studies","active",0.5,NA,"1 semester","N","['W']","['13:10-14:30']","['VOLLUM 234']","[['Wednesday', '1310', '1430', 'VOLLUM 234']]","any students, new students","N","In-Person Instruction Only",6,24,0.25,3
"ICPS 470 Thesis (Intl Policy Studies)","ICPS",470,"Y","Thesis (Intl Policy Studies)","ICPS 470 Y","ICPS 470 Y - Thesis (Intl Policy Studies)","Staff",NA,"TBD","0 of 24",1,"Instruction mode N/A","INDEPENDENT STUDY","Spring 2024",30027,NA,"Thesis (Intl Policy Studies)","[]","[]","Staff","[]","[]",NA,"Y","International Policy Studies","active",1,NA,"Year-long","N","[]","['TBD']","[]","[]","any students, new students","N","N/A",0,24,0,4
"LAT 112 First Year Latin Part II","LAT",112,"S","First Year Latin Part II","LAT 112 S","LAT 112 S - First Year Latin Part II","Golubović","MTuWThF","12:00 - 12:50","9 of 24",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30586,NA,"First Year Latin Part II","[]","[]","Golubović, Nikola","['1']","[]",NA,"N","Latin","active",1,NA,"1 semester","N","['MTuWThF']","['12:00-12:50']","['VOLLUM 234']","[['Monday', '1200', '1250', 'VOLLUM 234'], ['Tuesday', '1200', '1250', 'VOLLUM 234'], ['Wednesday', '1200', '1250', 'VOLLUM 234'], ['Thursday', '1200', '1250', 'VOLLUM 234'], ['Friday', '1200', '1250', 'VOLLUM 234']]","any students, new students","N","In-Person Instruction Only",9,24,0.375,1
"LAT 301 Advanced Latin I","LAT",301,"S","Advanced Latin I","LAT 301 S","LAT 301 S - Advanced Latin I","Sabnis","TuTh","12:00 - 13:20","12 of 24",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30587,NA,"Advanced Latin I","[]","[]","Sabnis, Sonia","['1']","[]",NA,"N","Latin","active",1,NA,"1 semester","N","['TuTh']","['12:00-13:20']","['PSYCH 108']","[['Tuesday', '1200', '1320', 'PSYCH 108'], ['Thursday', '1200', '1320', 'PSYCH 108']]","any students, new students","N","In-Person Instruction Only",12,24,0.5,3
"LBST 511 Freedom, Movement, Borders","LBST",511,"S","Freedom, Movement, Borders","LBST 511 S","LBST 511 S - Freedom, Movement, Borders","Riley","W","17:40 - 19:10","3 of 15",0.5,"In-Person Instruction Only","CONFERENCE","Spring 2024",31126,NA,"Freedom, Movement, Borders","[]","[]","Riley, Paddy","[]","[]","Y","N","Liberal Studies","active",0.5,NA,"1 semester","N","['W']","['17:40-19:10']","['ELIOT 419']","[['Wednesday', '1740', '1910', 'ELIOT 419']]","any students, new students","N","In-Person Instruction Only",3,15,0.2,5
"LING 212 Sociolinguistic Patterns","LING",212,"S01","Sociolinguistic Patterns","LING 212 S01","LING 212 S01 - Sociolinguistic Patterns","Becker","TuTh","9:00 - 10:20","21 of 24",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30599,NA,"Sociolinguistic Patterns","[]","[]","Becker, Kara","['2']","[]",NA,"N","Linguistics","active",1,NA,"1 semester","Y","['TuTh']","['09:00-10:20']","['VOLLUM 116']","[['Tuesday', '0900', '1020', 'VOLLUM 116'], ['Thursday', '0900', '1020', 'VOLLUM 116']]","any students, new students","N","In-Person Instruction Only",21,24,0.875,2
"LING 212 Sociolinguistic Patterns","LING",212,"S02","Sociolinguistic Patterns","LING 212 S02","LING 212 S02 - Sociolinguistic Patterns","Becker","TuTh","10:30 - 11:50","22 of 24",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30600,NA,"Sociolinguistic Patterns","[]","[]","Becker, Kara","['2']","[]",NA,"N","Linguistics","active",1,NA,"1 semester","Y","['TuTh']","['10:30-11:50']","['VOLLUM 116']","[['Tuesday', '1030', '1150', 'VOLLUM 116'], ['Thursday', '1030', '1150', 'VOLLUM 116']]","any students, new students","N","In-Person Instruction Only",22,24,0.916666666666667,2
"LING 312 Topics in Linguistic Analysis","LING",312,"S","Topics in Linguistic Analysis","LING 312 S","LING 312 S - Topics in Linguistic Analysis","Todorovic","TuTh","10:30 - 11:50","6 of 24",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30916,NA,"Topics in Linguistic Analysis","[]","[]","Todorovic, Neda","['2']","[]",NA,"N","Linguistics","active",1,NA,"1 semester","N","['TuTh']","['10:30-11:50']","['VOLLUM 228']","[['Tuesday', '1030', '1150', 'VOLLUM 228'], ['Thursday', '1030', '1150', 'VOLLUM 228']]","any students, new students","N","In-Person Instruction Only",6,24,0.25,3
"LING 320 Phonetics","LING",320,"S","Phonetics","LING 320 S","LING 320 S - Phonetics","Khan","MW","13:10 - 14:30","Full (no wait list available)",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30167,NA,"Phonetics","[]","[]","Khan, Sameer","['2']","[]",NA,"N","Linguistics","active",1,NA,"1 semester","Y","['MW']","['13:10-14:30']","['PERF 104']","[['Monday', '1310', '1430', 'PERF 104'], ['Wednesday', '1310', '1430', 'PERF 104']]",NA,"N","In-Person Instruction Only",NA,NA,1,3
"LING 323 Introductory Syntax","LING",323,"S","Introductory Syntax","LING 323 S","LING 323 S - Introductory Syntax","Todorovic","MW","14:40 - 16:00","18 of 24",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30279,NA,"Introductory Syntax","[]","[]","Todorovic, Neda","['2']","[]",NA,"N","Linguistics","active",1,NA,"1 semester","Y","['MW']","['14:40-16:00']","['VOLLUM 116']","[['Monday', '1440', '1600', 'VOLLUM 116'], ['Wednesday', '1440', '1600', 'VOLLUM 116']]","any students, new students","N","In-Person Instruction Only",18,24,0.75,3
"LING 324 Research Topics in Syntax","LING",324,"S","Research Topics in Syntax","LING 324 S","LING 324 S - Research Topics in Syntax","Todorovic","TuTh","15:10 - 16:30","1 of 24",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30917,NA,"Research Topics in Syntax","[]","[]","Todorovic, Neda","['2']","[]",NA,"N","Linguistics","active",1,NA,"1 semester","N","['TuTh']","['15:10-16:30']","['VOLLUM 228']","[['Tuesday', '1510', '1630', 'VOLLUM 228'], ['Thursday', '1510', '1630', 'VOLLUM 228']]","any students, new students","N","In-Person Instruction Only",1,24,0.0416666666666667,3
"LING 336 Linguistic Field Methods","LING",336,"S","Linguistic Field Methods","LING 336 S","LING 336 S - Linguistic Field Methods","Khan","W","18:10 - 21:00","5 of 24",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30919,NA,"Linguistic Field Methods","[]","[]","Khan, Sameer","['2']","[]",NA,"N","Linguistics","active",1,NA,"1 semester","N","['W']","['18:10-21:00']","['VOLLUM 234']","[['Wednesday', '1810', '2100', 'VOLLUM 234']]","any students, new students","N","In-Person Instruction Only",5,24,0.208333333333333,3
"LING 412 Research in Sociolinguistics","LING",412,"S","Research in Sociolinguistics","LING 412 S","LING 412 S - Research in Sociolinguistics","Becker","TuTh","13:40 - 15:00","6 of 24",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30918,NA,"Research in Sociolinguistics","[]","[]","Becker, Kara","['2']","[]",NA,"N","Linguistics","active",1,NA,"1 semester","N","['TuTh']","['13:40-15:00']","['ELIOT 405']","[['Tuesday', '1340', '1500', 'ELIOT 405'], ['Thursday', '1340', '1500', 'ELIOT 405']]","any students, new students","N","In-Person Instruction Only",6,24,0.25,4
"LING 470 Thesis (Linguistics)","LING",470,"Y","Thesis (Linguistics)","LING 470 Y","LING 470 Y - Thesis (Linguistics)","Staff",NA,"TBD","0 of 24",1,"Instruction mode N/A","INDEPENDENT STUDY","Spring 2024",30021,NA,"Thesis (Linguistics)","[]","[]","Staff","[]","[]",NA,"Y","Linguistics","active",1,NA,"Year-long","N","[]","['TBD']","[]","[]","any students, new students","N","N/A",0,24,0,4
"LIT 209 Introduction to Film Studies","LIT",209,"S","Introduction to Film Studies","LIT 209 S","LIT 209 S - Introduction to Film Studies","Grinberg","MW","13:10 - 14:30","23 of 24",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30872,NA,"Introduction to Film Studies","[]","[]","Grinberg, Marat","['1']","['Film and Media Studies']",NA,"N","Lit - Literature","active",1,NA,"1 semester","Y","['MW']","['13:10-14:30']","['VOLLUM 126']","[['Monday', '1310', '1430', 'VOLLUM 126'], ['Wednesday', '1310', '1430', 'VOLLUM 126']]","any students, new students","N","In-Person Instruction Only",23,24,0.958333333333333,2
"LIT 328 Monstrous & Human in Fr Lit","LIT",328,"S","Monstrous & Human in Fr Lit","LIT 328 S","LIT 328 S - Monstrous & Human in Fr Lit","Delehanty","MW","14:40 - 16:00","18 of 24",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30896,NA,"Monstrous & Human in Fr Lit","['FREN 328']","['31329']","Delehanty, Ann","['1']","[]",NA,"N","Lit - Literature","active",1,NA,"1 semester","Y","['MW']","['14:40-16:00']","['ELIOT 414']","[['Monday', '1440', '1600', 'ELIOT 414'], ['Wednesday', '1440', '1600', 'ELIOT 414']]","any students, new students","N","In-Person Instruction Only",18,24,0.75,3
"LIT 346 Introduction to Media Studies","LIT",346,"S","Introduction to Media Studies","LIT 346 S","LIT 346 S - Introduction to Media Studies","Cohen","MW","13:10 - 14:30","Full (no wait list available)",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",31153,NA,"Introduction to Media Studies","['ART 346']","['30857']","Cohen, Kris","['1']","['Film and Media Studies']",NA,"N","Lit - Literature","active",1,NA,"1 semester","Y","['MW']","['13:10-14:30']","['TRL 150']","[['Monday', '1310', '1430', 'TRL 150'], ['Wednesday', '1310', '1430', 'TRL 150']]",NA,"N","In-Person Instruction Only",NA,NA,1,3
"LIT 400 Intro to Literary Theory","LIT",400,"S","Intro to Literary Theory","LIT 400 S","LIT 400 S - Intro to Literary Theory","King","TuTh","15:10 - 16:30","Full (no wait list available)",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30887,NA,"Intro to Literary Theory","['ENG 400']","['30888']","King, Nathalia","['1']","[]",NA,"N","Lit - Literature","active",1,NA,"1 semester","N","['TuTh']","['15:10-16:30']","['VOLLUM 116']","[['Tuesday', '1510', '1630', 'VOLLUM 116'], ['Thursday', '1510', '1630', 'VOLLUM 116']]",NA,"N","In-Person Instruction Only",NA,NA,1,4
"LIT 502 Epidemic and Community","LIT",502,"S","Epidemic and Community","LIT 502 S","LIT 502 S - Epidemic and Community","Gökberk","Th","17:40 - 19:10","4 of 15",0.5,"In-Person Instruction Only","CONFERENCE","Spring 2024",31404,NA,"Epidemic and Community","[]","[]","Gökberk, Ülker","[]","[]","Y","N","Lit - Literature","active",0.5,NA,"1 semester","N","['Th']","['17:40-19:10']","['VOLLUM 228']","[['Thursday', '1740', '1910', 'VOLLUM 228']]","any students, new students","N","In-Person Instruction Only",4,15,0.266666666666667,5
"LITC 325 Songs to Lost Music: Ci-Poetry","LITC",325,"S","Songs to Lost Music: Ci-Poetry","LITC 325 S","LITC 325 S - Songs to Lost Music: Ci-Poetry","Rhew","MWF","14:40 - 15:30","7 of 24",1,"In-Person Instruction Only","CONFERENCE","Spring 2024",30868,NA,"Songs to Lost Music: Ci-Poetry","['CHIN 325']","['30867']","Rhew, Hyong","['1']","['Chinese Studies']",NA,"N","Lit - Eng Translation-Chinese","active",1,NA,"1 semester","N","['MWF']","['14:40-15:30']","['ELIOT 126']","[['Monday', '1440', '1530', 'ELIOT 126'], ['Wednesday', '1440', '1530', 'ELIOT 126'], ['Friday', '1440', '1530', 'ELIOT 126']]","any students, new students","N","In-Person Instruction Only",7,24,0.291666666666667,3
